# Title: CAIDA-AS 
# Directed graph: as-caida20071105.txt
# The CAIDA AS Relationships Dataset, from 11 05 2007
# Relationships:	-1 (<FromNodeId> is a customer of <ToNodeId>)
# 			1 (<FromNodeId> is a provider of <ToNodeId>)
# 			0 (<FromNodeId> and <ToNodeId> are peers)
# 			2 (<FromNodeId> and <ToNodeId> are siblings (the same organization).)
# Nodes:26475	Edges: 106762
# FromNodeId        ToNodeId	Relationship
1785	23484  
1785	701  
1785	4017  
1785	174  
1785	22704  
1785	19151  
1785	13957  
1785	30312  
1785	26727  
1785	32376  
1785	11534  
1785	32185  
1785	3356  
1785	19747  
1785	14242  
1785	18993  
1785	36637  
1785	13334  
1785	30580  
1785	30544  
1785	88  
1785	15152  
1785	15356  
1785	36378  
1785	30566  
1785	32731  
1785	16670  
1785	26881  
1785	6493  
1785	2568  
1785	36636  
1785	11709  
1785	31836  
1785	11494  
1785	16500  
1785	16521  
1785	22783  
1785	22281  
1785	35927  
1785	14526  
1785	14334  
1785	11742  
1785	13926  
1785	22008  
1785	1668  
1785	26294  
1785	14322  
1785	11410  
1785	35868  
1785	32019  
1785	32524  
1785	20360  
1785	13583  
1785	29922  
1785	26042  
1785	14053  
1785	29941  
1785	31924  
1785	16554  
1785	32271  
1785	19460  
1785	36605  
8419	6461  
8419	15409  
8419	25462  
8419	29446  
8419	3213  
33919	24971  
30266	2828  
30266	3356  
30266	3561  
42503	24724  
43492	20497  
18471	1239  
18471	3561  
9363	18140  
9363	10026  
17145	1239  
17145	3356  
18324	4766  
18324	3786  
26844	1239  
41183	5483  
16590	6128  
37917	18127  
37917	2907  
29030	34224  
27480	701  
27480	2828  
18860	701  
19092	2828  
19092	36081  
19092	10947  
19092	22629  
19092	14188  
19092	19029  
19092	11961  
19092	3833  
19092	26794  
19092	15305  
19092	29870  
19092	7752  
19092	13370  
19092	30110  
19092	21864  
19092	10835  
19092	26864  
19092	4043  
19092	21947  
19092	22936  
19092	32203  
19092	32356  
19092	174  
19092	8057  
19092	20385  
19092	7462  
19092	40281  
19092	15267  
19092	6539  
19092	14818  
19092	32909  
19092	32865  
19092	19151  
19092	32311  
19092	19800  
19092	22626  
19092	30583  
19092	33588  
14392	701  
14392	7018  
16309	13249  
19720	6128  
24783	8997  
24783	8342  
24783	39713  
24783	20485  
40155	701  
40155	3356  
12093	174  
12093	26677  
16355	2686  
16355	8220  
1244	701  
1244	174  
29393	7181  
25953	1239  
25953	174  
7816	19159  
7816	7018  
21836	10933  
21836	209  
35309	6461  
40037	26878  
40037	701  
21215	39796  
21215	15982  
21215	31161  
21215	13091  
21215	27215  
21215	43608  
21215	29163  
21215	8400  
4358	701  
4358	14047  
4358	33230  
4358	15294  
4358	3356  
14729	17113  
14729	14742  
39508	13646  
34821	20485  
42123	8708  
16410	701  
16410	6395  
15101	7132  
28828	12595  
28828	286  
11648	7332  
11648	2647  
16622	7228  
23788	4721  
23788	4713  
25867	701  
25867	15290  
20398	6128  
42996	39264  
13334	1785  
34494	24724  
21363	1680  
12242	6981  
12242	6197  
33505	701  
33505	2828  
32854	1239  
32854	3549  
14610	6461  
14610	13789  
14610	3356  
14610	14743  
11427	12270  
11427	36037  
11427	17291  
11427	36235  
11427	33484  
11427	7843  
11427	33342  
11427	2933  
11427	40049  
11427	33151  
11427	20279  
11427	30119  
11427	27325  
11427	40330  
11427	20467  
11427	36097  
11427	29739  
11427	29753  
11427	40061  
11427	17016  
11427	3356  
11427	10500  
33090	701  
15874	174  
15874	25596  
31359	42862  
31359	25296  
31359	8342  
31359	43093  
31359	20485  
31359	42776  
31359	39812  
31359	39073  
31359	42582  
31359	41560  
31359	24588  
26831	701  
26831	2828  
34468	2119  
30706	3602  
30706	6539  
39205	30890  
39205	42404  
36643	4436  
26317	1239  
30604	3356  
9968	4766  
34348	6849  
9961	9457  
26002	32440  
5464	12337  
40979	8938  
40979	15833  
25747	27266  
25747	22306  
25747	27669  
25747	23201  
3475	27064  
5401	15434  
43071	35100  
43071	35706  
43071	39525  
39494	8342  
8193	28910  
20906	8220  
20906	3352  
6327	11533  
6327	26790  
6327	12956  
6327	26788  
6327	20161  
6327	32237  
6327	33234  
6327	18705  
6327	6389  
6327	3303  
6327	25462  
6327	19029  
6327	13826  
6327	13911  
6327	16941  
6327	19234  
6327	2497  
6327	25983  
6327	19432  
6327	15102  
6327	13237  
6327	2516  
6327	4637  
6327	3602  
6327	19423  
6327	25745  
6327	3557  
6327	22717  
6327	25976  
6327	32209  
6327	25999  
6327	36030  
6327	1239  
6327	36000  
6327	19062  
6327	36698  
6327	40053  
6327	18968  
6327	701  
6327	13728  
6327	22950  
6327	13623  
6327	8001  
6327	32247  
6327	17001  
6327	36485  
6327	10400  
6327	17392  
6327	14280  
6327	36534  
6327	5413  
6327	3356  
6327	27324  
6327	27327  
6327	19752  
6327	16583  
6327	21931  
6327	40304  
6327	11625  
6327	812  
6327	14873  
6327	19190  
6327	14595  
6327	19875  
6327	25689  
6327	16150  
6327	23163  
6327	20218  
6327	23184  
6327	10956  
6327	286  
6327	26531  
6327	26546  
6327	22799  
6327	14366  
6327	32956  
6327	40041  
6327	11164  
6327	32277  
6327	271  
6327	40341  
6327	32710  
6327	22404  
6327	7992  
6327	19695  
6327	19792  
6327	21804  
6327	1668  
6327	16569  
6327	30381  
6327	8057  
6327	3213  
6327	26910  
6327	19016  
6327	6539  
6327	36676  
6327	32233  
6327	6407  
6327	26281  
6327	22623  
6327	4355  
6327	3359  
6327	23523  
6327	30370  
6327	23229  
6327	33510  
6327	21671  
6327	16518  
6327	852  
6327	19662  
6327	27181  
64626	18676  
11869	1239  
11869	3356  
24290	7522  
24290	4713  
11798	2828  
11798	7385  
13020	5568  
20873	35050  
20873	3255  
20873	41260  
20873	41583  
32897	16713  
32897	16503  
4261	7963  
4261	7018  
23311	701  
23311	209  
23311	7018  
17814	7705  
43067	31305  
28275	6140  
28275	10429  
10390	13791  
10390	13790  
23574	9957  
27493	19855  
21881	1239  
21881	12181  
8	2914  
8	3356  
8	4557  
39229	8342  
39229	25405  
28873	35563  
28873	8390  
29842	22792  
29842	19956  
41629	6461  
41629	6805  
29527	29528  
29527	6908  
29527	19151  
29527	35082  
29527	43729  
29527	174  
29527	34623  
29527	25462  
29527	6770  
29527	3213  
11763	2828  
34540	5391  
43359	25441  
9683	10036  
42947	29119  
42947	6739  
27274	237  
21234	13237  
35934	701  
24629	8591  
16073	12670  
16073	174  
35267	30890  
8611	5408  
21057	3320  
21057	174  
29849	5693  
41310	20485  
19165	174  
19165	4323  
28829	3216  
28829	31338  
28829	2854  
12028	701  
12028	2828  
31095	6706  
31095	13046  
31095	16016  
24727	5578  
23171	32952  
14880	20001  
14880	3549  
15972	9050  
13581	209  
13581	7018  
43367	21233  
4704	2914  
4704	9225  
4704	2497  
4704	2516  
4704	15412  
32015	174  
32015	4323  
29187	12530  
29187	6849  
29187	21011  
40179	174  
18026	4766  
18026	1237  
18026	9270  
18026	3786  
30378	1239  
32356	19092  
32356	1239  
32356	21947  
10430	3935  
10430	30075  
10430	15323  
10430	27183  
10430	22441  
10430	101  
10430	15199  
20983	5617  
35502	15694  
30324	21804  
30324	803  
15852	15472  
15852	12481  
10052	4766  
10052	1237  
10052	9270  
10052	3786  
10052	18302  
7514	9824  
7514	18282  
7514	7690  
7514	2497  
7514	7678  
7514	9225  
7514	18266  
7514	2515  
7514	2516  
7514	2914  
7514	18260  
7514	18088  
7514	4683  
13661	19262	2
27471	1239  
27471	2828  
22355	36943  
22355	2905  
11375	4323  
40442	174  
40442	3356  
29697	209  
29697	6395  
29918	5713  
24176	7643  
24176	24086  
20716	6663  
25719	2828  
25719	3549  
25719	7385  
25854	6128  
39400	2856  
39400	5462  
12543	3216  
12543	39718  
41774	34050  
32042	701  
32042	7029  
15984	8402  
15984	8470  
16583	25983  
16583	6327  
36394	40440  
36394	26554  
36394	3356  
15705	1239  
15705	1273  
41777	20804  
36168	6461  
36168	26914  
12262	30628  
12262	10796	2
16527	1239  
16527	7018  
43651	8672  
4184	209  
22227	21599  
19252	7385  
31083	20876  
31083	41313  
23318	1239  
23318	3356  
31031	12600  
31031	8928  
31031	174  
31031	3257  
31031	35393  
31031	3303  
15521	6453  
15521	12741  
15521	3549  
29164	29017  
29164	29131  
29164	8468  
29164	5587  
23379	2828  
11633	209  
11633	3549  
8941	3267  
8941	5568  
28725	5610  
36028	1239  
33642	174  
33642	4323  
30197	701  
30197	7018  
38614	17494  
31016	25143  
31016	15785  
31016	34787  
30082	8060  
30082	209  
30082	701  
30082	7018  
33389	174  
42339	24739  
42339	3216  
42339	13215  
35342	12476  
25154	16066  
25154	16329  
23659	2042  
23659	4788  
23659	9930  
9842	4766  
9842	9318  
19741	6140  
19741	14551  
19741	701  
14065	19548  
12303	5483  
12303	3340  
43347	6461  
16203	5400  
16203	3352  
11707	16677  
11707	3356  
11707	23446  
11707	14946  
8711	12389  
8711	8342  
8711	42224  
8711	21127  
8711	8848  
33638	32703  
36401	32746  
33774	12956  
33774	6762  
33774	5511  
21236	6697  
13589	20620  
13589	18200  
13589	1239  
13589	24531  
13589	4565  
13589	18059  
13589	24524  
31581	1299  
31581	5483  
31581	3219  
40181	8039  
40181	36727  
25781	10910  
25781	174  
25781	7018  
23584	9848  
23584	3786  
19096	3737  
19096	32162  
38420	4766  
38420	3786  
23225	10397  
23225	11402  
25426	6461  
25426	3549  
19986	1239  
19986	2828  
20594	5400  
20594	8767  
20	6395  
20	3754  
20	4323  
9808	1239  
9808	24400  
9808	10026  
9808	38019  
9808	15412  
9808	24059  
9808	701  
9808	24444  
9808	24445  
9808	7018  
9808	24547  
9808	24311  
9808	9231  
9808	3491  
9808	2914  
9808	4637  
9808	3320  
14328	701  
14328	12068  
14328	20161  
14328	7018  
14328	19430  
29273	5603  
11152	18990  
11152	7018  
20046	8071  
20046	10026  
20046	7018  
20046	8075  
20046	11486  
38603	9304  
38603	9381  
26367	32698  
26367	7018  
26367	6325  
33654	7018  
25968	2048  
25968	6385  
21732	12181  
23983	4766  
23983	3786  
31328	2686  
31328	3215  
7247	1880  
7247	16668  
20189	701  
20189	8121  
24278	2497  
24278	23967  
24278	17506  
21649	209  
764	1759  
28667	10429  
29828	701  
29828	7018  
9697	9845  
7634	9226  
39808	8968  
39808	3269  
31203	29059  
31203	28910  
31203	41202  
31203	42654  
40999	5400  
40999	13237  
40999	12676  
33147	2828  
33147	12111  
38004	9237  
35578	6663  
41132	39386  
11754	701  
11754	22298  
26777	701  
26777	7132  
20749	24679  
17102	18972  
17102	14751  
10083	17805  
35379	15694  
18055	1221  
18055	7474  
36211	3549  
43873	6854  
10787	7911  
30753	12968  
30753	5617  
43400	33978  
32590	10910  
31267	8938  
31267	5617  
15723	31721  
15723	29049  
24839	2614  
24839	6746  
42129	6461  
42129	3356  
19232	3741  
19232	2905  
40092	21804  
20976	3257  
20976	19151  
20976	34066  
20976	6083  
20976	16150  
20976	25098  
20976	25462  
20976	3213  
23277	2828  
23277	22773  
25436	8342  
25436	8744  
27596	2828  
27596	12181  
27596	3356  
33079	224  
33079	2116  
23810	10026  
23810	17531  
13227	30960  
13227	2854  
112	10515  
112	22548  
112	8674  
112	8763  
112	27552  
112	1280  
112	12041  
112	16034  
112	7500  
112	5421  
112	16150  
112	209  
112	4589  
112	25098  
112	3277  
112	15431  
39527	8708  
19873	4230  
23727	2764  
15793	1257  
15793	3246  
35186	5603  
15457	8657  
39801	786  
39801	29212  
26289	174  
42211	8928  
9935	2687  
16273	702  
16273	6667  
21525	7385  
24139	4837  
24139	17672  
41255	6461  
41255	8928  
41255	174  
12983	21156  
20237	174  
16455	26799  
16455	20520  
16455	11941  
16455	3356  
11500	16608  
11500	2551  
11500	32022  
31193	15497  
25516	12732  
25516	8220  
24413	17623  
42750	15835  
42750	2118  
31145	3255  
31145	25143  
7845	7911  
7845	701  
7845	27643  
7845	3549  
7845	40434  
14971	209  
14971	3549  
13787	1239  
9255	18106  
9255	38055  
9255	3758  
9255	24075  
35356	15735  
19227	22773  
36562	3549  
36562	7805  
42235	5377  
42235	30619  
36007	4323  
21699	6517  
37907	9371  
37907	17697  
30967	29131  
30967	3257  
30967	6453  
30319	7018  
5745	26608  
19683	701  
34448	3255  
2116	35606  
2116	1299  
2116	29065  
2116	31005  
2116	16150  
2116	29517  
2116	174  
2116	3303  
2116	24959  
2116	25462  
2116	16175  
2116	25201  
2116	35094  
2116	13237  
2116	33079  
2116	9167  
2116	3549  
2116	21201  
2116	13104  
2116	13212  
2116	3356  
2116	12994  
43667	8732  
12334	174  
12334	3320  
24471	17465  
24471	18101  
24471	4755  
23247	4513  
23632	23642  
41064	6461  
41064	3303  
41064	6939  
9117	1680  
9117	5486  
34481	6663  
34481	8708  
43152	3216  
39834	8364  
39834	8246  
39834	20960  
42052	21219  
42052	12530  
36556	3561  
36556	7132  
25888	3356  
25888	4323  
8251	1299  
8251	25512  
29605	6461  
29605	12600  
18562	30686  
41289	680  
39383	8708  
36679	10933  
36679	16810  
18595	7132  
18595	10796  
36063	33132  
36063	7018  
6997	209  
6997	15270  
11615	3356  
6744	5408  
18958	701  
18958	32654  
34748	34362  
34748	25528  
32752	701  
32752	2828  
28640	10429  
33006	174  
48	668  
16122	1239  
12692	5400  
19464	7066  
13833	4323  
13833	7385  
25649	23308  
25649	4323  
8607	6320  
8607	174  
8607	8001  
8607	6939  
8607	6453  
8607	16034  
27415	1239  
27415	7018  
33943	15685  
19897	6461  
19897	3356  
35034	15623  
39723	174  
33123	701  
33123	8001  
26720	6181  
26720	30628  
23385	174  
39647	6461  
39647	39022  
39843	3216  
29018	3320  
29018	3257  
29018	12676  
9955	4766  
9955	3786  
18577	701  
18577	1239  
18577	22773  
16096	1273  
16096	3549  
29861	22773  
20096	174  
20096	3356  
30383	701  
30383	2686  
30383	8220  
30383	7018  
30383	7132  
41750	29061  
35885	701  
35885	4323  
14758	209  
19869	6539  
19869	29863  
19869	36030  
19869	852  
11964	7017  
8011	26023  
8011	174  
8011	3356  
8011	12129  
10844	701  
10844	23329  
16245	1299  
16245	39554  
16245	15687  
16245	31590  
16245	174  
16245	15411  
16245	29280  
16245	33916  
16245	29542  
16245	41259  
16245	20498  
16245	30736  
16245	43457  
16245	43563  
16245	13237  
16245	34932  
16245	3549  
16245	1257  
16245	39839  
16245	35678  
25671	30230  
25671	22351  
28811	42393  
28811	8744  
28811	20485  
31044	34323  
31044	6849  
7530	17697  
7530	10026  
24706	9121  
20991	1239  
20991	1273  
41865	43333  
41865	12968  
41865	12831  
11251	174  
11251	6517  
17033	1239  
17033	7018  
36003	701  
36003	3356  
25833	15290  
20890	6830  
22281	1785  
7891	33420  
7891	36304  
7891	4243  
7891	33299  
7891	2695  
7891	6389  
7891	12278  
7891	25988  
8634	3216  
8634	24919  
1843	270	2
1843	297	2
25235	25228  
30841	35549  
30841	5391  
15515	8928  
15515	3313  
36269	3356  
36269	32162  
36269	40469  
41885	8990  
30907	12362  
18185	1659  
18185	7539  
18185	18420  
18185	9916  
18185	9505  
40460	701  
40460	4046  
40460	7018  
1294	701  
1294	6395  
1294	23185  
33937	5561  
12137	4265  
16925	26878  
16925	6517  
16925	6395  
36024	23532  
36024	174  
36024	40431  
36024	3356  
36024	32931  
29690	39386  
9438	4739  
16834	701  
16834	16384  
16834	7132  
21402	286  
21402	8767  
21402	35181  
7894	13548  
7894	26849  
7894	36633  
7894	20215  
7894	11101  
7894	12005  
7894	19954  
7894	30386  
7894	15148  
7894	14961  
7894	6389  
7894	2939  
30797	25549  
30797	8342  
30797	21127  
24856	5400  
24856	6739  
13069	1299  
13069	16150  
13069	15560  
13069	21318  
10544	30628  
10544	4323  
34074	9127  
6510	7385  
34399	16223  
781	2200  
43551	3257  
32256	2914  
32256	6517  
43582	9121  
28785	5617  
28785	8246  
9323	4766  
9323	9318  
22409	701  
22409	7018  
18362	4765  
18362	7654  
36235	11427  
30735	21219  
25278	8708  
11272	2828  
11272	6395  
11272	32068  
11272	40285  
9867	4766  
12115	701  
12115	1239  
12115	2828  
12115	7132  
26197	3356  
26197	1785  
19818	6983  
39185	9121  
17219	7018  
8801	12333  
8801	8220  
34579	15738  
34579	6849  
25991	701  
25991	7018  
21171	3292  
21171	8434  
21171	3307  
89	721  
89	668  
25417	13189  
32240	701  
32240	13385  
8058	6395  
8058	7132  
25021	702  
25021	6830  
20196	16948  
20196	7272  
43589	34224  
10229	24031  
10229	3462  
10229	38045  
10026	15084  
10026	10015  
10026	24098  
10026	17888  
10026	18106  
10026	15169  
10026	9924  
10026	17707  
10026	17811  
10026	9583  
10026	7503  
10026	3257  
10026	2516  
10026	17559  
10026	17659  
10026	9808  
10026	17930  
10026	17554  
10026	17990  
10026	9363  
10026	20046  
10026	23855  
10026	23728  
10026	4680  
10026	16815  
10026	1239  
10026	6163  
10026	2706  
10026	15412  
10026	9251  
10026	7617  
10026	19809  
10026	10139  
10026	24218  
10026	9244  
10026	18411  
10026	4770  
10026	18086  
10026	9848  
10026	23825  
10026	4685  
10026	17895  
10026	17435  
10026	17850  
10026	4669  
10026	10084  
10026	7132  
10026	9622  
10026	9578  
10026	10032  
10026	18119  
10026	23898  
10026	18258  
10026	24079  
10026	23702  
10026	3356  
10026	9381  
10026	9419  
10026	6461  
10026	18206  
10026	23995  
10026	7657  
10026	17511  
10026	18302  
10026	15133  
10026	9600  
10026	17547  
10026	10135  
10026	18379  
10026	4775  
10026	24011  
10026	17972  
10026	4721  
10026	38469  
10026	17653  
10026	18431  
10026	12701  
10026	2510  
10026	23810  
10026	18151  
10026	28723  
10026	38172  
10026	9502  
10026	18154  
10026	10030  
10026	23661  
10026	24005  
10026	9648  
10026	17918  
10026	3786  
10026	7491  
10026	17531  
10026	9889  
10026	4766  
10026	17673  
10026	38570  
10026	24383  
10026	4716  
10026	10024  
10026	17529  
10026	7991  
10026	4673  
10026	9792  
10026	17459  
10026	24249  
10026	17486  
10026	17812  
10026	9457  
10026	17675  
10026	9824  
10026	24253  
10026	9595  
10026	9658  
10026	6517  
10026	38028  
10026	38483  
10026	9237  
10026	24025  
10026	12956  
10026	24043  
10026	9656  
10026	17885  
10026	18233  
10026	9976  
10026	7474  
10026	9727  
10026	38279  
10026	7690  
10026	2497  
10026	7540  
10026	4323  
10026	17694  
10026	37997  
10026	4637  
10026	38576  
10026	38386  
10026	31055  
10026	38182  
10026	7497  
10026	18488  
10026	17444  
10026	38082  
10026	24295  
10026	6303  
10026	8069  
10026	4691  
10026	38334  
10026	19807  
10026	24113  
10026	24246  
10026	7568  
10026	24118  
10026	17973  
10026	38602  
10026	38304  
10026	10145  
10026	23877  
10026	9497  
10026	7566  
10026	18485  
10026	38604  
10026	9476  
10026	1299  
10026	24081  
10026	9292  
10026	7506  
10026	37965  
10026	2519  
10026	38186  
10026	2514  
10026	24487  
10026	24130  
10026	24395  
10026	9890  
10026	18085  
10026	7018  
10026	7557  
10026	38242  
10026	38280  
10026	23835  
10026	9346  
10026	7543  
10026	24222  
10026	7530  
10026	10209  
10026	4747  
10026	4833  
10026	23935  
10026	18375  
10026	11164  
10026	23930  
10026	4670  
10026	17412  
10026	9837  
10026	9229  
10026	9269  
10026	17819  
10026	17685  
10026	9245  
10026	7683  
10026	23606  
10026	9790  
10026	23563  
10026	4648  
10026	18363  
10026	9927  
10026	23646  
10026	18042  
10026	17746  
10026	24093  
10026	17555  
10026	18214  
10026	24324  
10026	3549  
10026	4802  
10026	9503  
10026	4538  
10026	19855  
10026	7529  
10026	24568  
19328	701  
19328	3356  
30415	33132  
18348	4648  
13319	3602  
13319	174  
13319	577  
13319	26227  
36546	1239  
36546	7132  
12229	209  
12229	7018  
12229	11426  
43455	15763  
8661	6762  
8661	6821  
18491	209  
18491	40146  
18491	3356  
27770	6140  
11916	2914  
34352	3267  
34352	28917  
34352	12695  
38180	9658  
11595	7018  
11595	7017  
22568	174  
41176	35753  
41176	39386  
35404	5533  
35404	6453  
18878	7018  
29821	701  
29821	7018  
33491	7018  
33491	7922	2
33491	36727  
41396	1836  
41396	3303  
33552	10910  
33552	25973  
30802	4589  
30802	3356  
34841	34224  
14010	701  
14010	6395  
14010	11025  
14010	11955  
14010	7018  
14010	7132  
17350	6395  
17350	19384  
17350	15570  
17350	14743  
19702	7381  
16804	209  
16804	701  
16804	1239  
13038	1241  
35663	13030  
30283	6517  
30283	174  
30283	20520  
30283	10021  
30283	3549  
35469	8402  
35469	8470  
29745	1239  
3738	9837  
3738	701  
3738	2686  
3738	10021  
3738	2830  
3738	7018  
3738	3356  
3738	4716  
3738	7474  
23432	209  
30643	23372  
30643	11486  
30643	3549  
12821	20485  
35760	12968  
35760	8246  
6239	7132  
32094	6461  
32772	174  
9293	17978  
9293	4635  
9293	17831  
9293	17537  
9293	9304  
9293	2914  
9293	109  
9293	31498  
9293	38197  
9293	9312  
15790	8220  
15790	13237  
18421	4780  
18421	4747  
38657	9658  
41403	16285  
4933	3931	2
4933	10882  
32225	15270  
29066	1299  
29066	34496  
29066	34039  
29066	5413  
29066	3257  
29066	3549  
38298	1221  
38298	2764  
41837	12389  
41837	20870  
3935	10430  
30254	701  
30254	4323  
43471	286  
43471	3356  
43471	3549  
13593	209  
13593	701  
5650	1239  
5650	2828  
5650	6939  
5650	3561  
5650	7011	2
5650	701  
5650	8001  
5650	3303  
5650	25462  
5650	7018  
5650	3593  
5650	19029  
5650	6539  
5650	13237  
5650	18884  
5650	2516  
5650	3549  
5650	21697  
5650	4637  
5650	2914  
5650	11164  
5650	11839  
5650	293  
5650	852  
33395	4323  
13377	3549  
23227	11817  
23227	6128  
20661	28910  
20661	29304  
20661	12880  
12909	15803  
17140	16966  
17140	16967  
7212	209  
7212	10490  
7212	31975  
7212	33669  
7212	26335  
24920	8220  
24920	3352  
31292	16150  
24022	4766  
24022	3786  
29984	1798  
29984	14863  
29984	7385  
10885	701  
11552	701  
11552	7018  
42625	9070  
42625	8717  
38746	9498  
2505	2907  
2505	7660  
22561	1239  
22561	16835  
22561	21615  
22561	12033  
22561	10984  
22561	23126  
22561	18596  
22561	32393  
22561	16746  
22561	2705  
22561	21737  
22561	15105  
22561	5668  
22561	22247  
22561	13393  
22561	14220  
22561	22346  
22561	3356  
22561	4595  
25273	702  
25273	8928  
25273	8220  
15772	39322  
15772	13032  
15772	21219  
15772	34727  
15772	29181  
15772	35345  
15772	25071  
15772	15461  
15772	8601  
15772	35523  
15772	20785  
15772	3303  
15772	25462  
15772	30779  
15772	31556  
15772	34278  
15772	39512  
15772	41422  
15772	29389  
15772	3257  
15772	13237  
15772	29694  
15772	39536  
15772	5593  
15772	20714  
15772	39622  
15772	29067  
15772	35233  
15772	29491  
15772	24872  
15772	41360  
15772	35381  
15772	8001  
15772	15821  
15772	3213  
15772	42458  
15772	42982  
15772	39299  
15772	20539  
15772	25330  
15772	19151  
15772	15901  
15772	31272  
15772	25370  
15772	29062  
15772	8856  
15772	28774  
15772	25092  
15772	35144  
15772	25183  
15772	39071  
22248	33588  
43715	8402  
8441	6731  
8441	5537  
9110	3216  
9110	1299  
9110	3267  
26307	22773  
26307	7132  
23665	9497  
23665	701  
8364	39834  
8364	41256  
8364	34212  
8364	31540  
8364	34688  
8364	42594  
8364	33868  
8364	29501  
8364	13293  
22536	10912  
22536	7132  
26639	14265  
26639	7018  
41319	31242  
41319	8246  
8280	39505  
8280	6762  
39863	35076  
39863	33852  
39863	8226  
39863	42109  
841	6509  
35917	7018  
35917	3900  
35917	4323  
39894	6461  
8708	39584  
8708	6762  
8708	41210  
8708	29360  
8708	41397  
8708	39327  
8708	31244  
8708	25278  
8708	31639  
8708	21129  
8708	16157  
8708	35149  
8708	8930  
8708	41752  
8708	39646  
8708	3257  
8708	13237  
8708	34680  
8708	39183  
8708	34053  
8708	6453  
8708	28925  
8708	33912  
8708	1239  
8708	41486  
8708	39502  
8708	41194  
8708	25284  
8708	35811  
8708	39012  
8708	35798  
8708	16199  
8708	41818  
8708	43140  
8708	35478  
8708	42417  
8708	35413  
8708	12723  
8708	43315  
8708	43277  
8708	42152  
8708	42568  
8708	42123  
8708	41395  
8708	3356  
8708	25409  
8708	43461  
8708	31678  
8708	15400  
8708	41127  
8708	31089  
8708	20882  
8708	39540  
8708	35005  
8708	33827  
8708	34711  
8708	3491  
8708	41749  
8708	34648  
8708	39527  
8708	35436  
8708	35577  
8708	39334  
8708	41353  
8708	39809  
8708	42741  
8708	33966  
8708	31207  
8708	34517  
8708	39312  
8708	702  
8708	41950  
8708	31074  
8708	41463  
8708	40960  
8708	43283  
8708	42712  
8708	43899  
8708	12677  
8708	38946  
8708	25318  
8708	24858  
8708	43008  
8708	33821  
8708	43473  
8708	41807  
8708	35517  
8708	35010  
8708	13021  
8708	3303  
8708	25462  
8708	34481  
8708	20845  
8708	42614  
8708	34412  
8708	42497  
8708	31384  
8708	39383  
8708	28946  
8708	20616  
8708	41273  
8708	35138  
8708	41635  
8708	38998  
8708	29306  
8708	39831  
8708	174  
8708	28720  
8708	34501  
8708	39814  
8708	41953  
8708	19151  
8708	30863  
8708	31252  
8708	43590  
8708	5413  
8708	29552  
8708	39655  
8708	15407  
8708	35681  
8708	38929  
8708	34085  
8708	41218  
8708	34560  
8708	34022  
8708	31354  
8708	35277  
8708	39653  
8708	35322  
8708	33971  
8708	35597  
8708	39011  
8708	12699  
8708	16150  
